query_id	doc_id	relevance
Q000375	D001986	1
Q000376	D002001	3
Q000376	D002003	1
Q000377	D002002	3
Q000377	D002001	2
Q000377	D002003	1
Q000378	D002001	2
Q000378	D002003	2
Q000378	D002002	1
Q000379	D002017	3
Q000379	D002019	1
Q000380	D002018	3
Q000380	D002017	2
Q000380	D002019	1
Q000381	D002017	2
Q000381	D002019	2
Q000381	D002018	1
Q000382	D002033	3
Q000382	D002035	1
Q000383	D002034	3
Q000383	D002033	2
Q000383	D002035	1
Q000384	D002033	2
Q000384	D002035	2
Q000384	D002034	1
Q000385	D002049	3
Q000385	D002051	1
Q000386	D002050	3
Q000386	D002049	2
Q000386	D002051	1
Q000387	D002049	2
Q000387	D002051	2
Q000387	D002050	1
Q000388	D002065	3
Q000388	D002067	1
Q000389	D002066	3
Q000389	D002065	2
Q000389	D002067	1
Q000390	D002065	2
Q000390	D002067	2
Q000390	D002066	1
Q000391	D002081	3
Q000391	D002083	1
Q000392	D002082	3
Q000392	D002081	2
Q000392	D002083	1
Q000393	D002081	2
Q000393	D002083	2
Q000393	D002082	1
Q000394	D002097	3
Q000394	D002099	1
Q000395	D002098	3
Q000395	D002097	2
Q000395	D002099	1
Q000396	D002097	2
Q000396	D002099	2
Q000396	D002098	1
Q000397	D002113	3
Q000397	D002115	1
Q000398	D002114	3
Q000398	D002113	2
Q000398	D002115	1
Q000399	D002113	2
Q000399	D002115	2
Q000399	D002114	1
Q000400	D002129	3
Q000400	D002131	1
Q000401	D002130	3
Q000401	D002129	2
Q000401	D002131	1
Q000402	D002129	2
Q000402	D002131	2
Q000402	D002130	1
Q000403	D002145	3
Q000403	D002147	1
Q000404	D002146	3
Q000404	D002145	2
Q000404	D002147	1
Q000405	D002145	2
Q000405	D002147	2
Q000405	D002146	1
Q000406	D002161	3
Q000406	D002163	1
Q000407	D002162	3
Q000407	D002161	2
Q000407	D002163	1
Q000408	D002161	2
Q000408	D002163	2
Q000408	D002162	1
Q000409	D002177	3
Q000409	D002179	1
Q000410	D002178	3
Q000410	D002177	2
Q000410	D002179	1
Q000411	D002177	2
Q000411	D002179	2
Q000411	D002178	1
Q000412	D002193	3
Q000412	D002195	1
Q000413	D002194	3
Q000413	D002193	2
Q000413	D002195	1
Q000414	D002193	2
Q000414	D002195	2
Q000414	D002194	1
Q000415	D002209	3
Q000415	D002211	1
Q000416	D002210	3
Q000416	D002209	2
Q000416	D002211	1
Q000417	D002209	2
Q000417	D002211	2
Q000417	D002210	1
Q000418	D002225	3
Q000418	D002227	1
Q000419	D002226	3
Q000419	D002225	2
Q000419	D002227	1
Q000420	D002225	2
Q000420	D002227	2
Q000420	D002226	1
Q000421	D002241	3
Q000421	D002243	1
Q000422	D002242	3
Q000422	D002241	2
Q000422	D002243	1
Q000423	D002241	2
Q000423	D002243	2
Q000423	D002242	1
Q000424	D002257	3
Q000424	D002259	1
Q000425	D002258	3
Q000425	D002257	2
Q000425	D002259	1
Q000426	D002257	2
Q000426	D002259	2
Q000426	D002258	1
Q000427	D002273	3
Q000427	D002275	1
Q000428	D002274	3
Q000428	D002273	2
Q000428	D002275	1
Q000429	D002273	2
Q000429	D002275	2
Q000429	D002274	1
Q000430	D002289	3
Q000430	D002291	1
Q000431	D002290	3
Q000431	D002289	2
Q000431	D002291	1
Q000432	D002289	2
Q000432	D002291	2
Q000432	D002290	1
Q000433	D002305	3
Q000433	D002307	1
Q000434	D002306	3
Q000434	D002305	2
Q000434	D002307	1
Q000435	D002305	2
Q000435	D002307	2
Q000435	D002306	1
Q000436	D002321	3
Q000436	D002323	1
Q000437	D002322	3
Q000437	D002321	2
Q000437	D002323	1
Q000438	D002321	2
Q000438	D002323	2
Q000438	D002322	1
Q000439	D002337	3
Q000439	D002339	1
Q000440	D002338	3
Q000440	D002337	2
Q000440	D002339	1
Q000441	D002337	2
Q000441	D002339	2
Q000441	D002338	1
Q000442	D002353	3
Q000442	D002355	1
Q000443	D002354	3
Q000443	D002353	2
Q000443	D002355	1
Q000444	D002353	2
Q000444	D002355	2
Q000444	D002354	1
Q000445	D002369	3
Q000445	D002371	1
Q000446	D002370	3
Q000446	D002369	2
Q000446	D002371	1
Q000447	D002369	2
Q000447	D002371	2
Q000447	D002370	1
Q000448	D002385	3
Q000448	D002387	1
Q000449	D002386	3
Q000449	D002385	2
Q000449	D002387	1
Q000450	D002385	2
Q000450	D002387	2
Q000450	D002386	1
Q000451	D002401	3
Q000451	D002403	1
Q000452	D002402	3
Q000452	D002401	2
Q000452	D002403	1
Q000453	D002401	2
Q000453	D002403	2
Q000453	D002402	1
Q000454	D002417	3
Q000454	D002419	1
Q000455	D002418	3
Q000455	D002417	2
Q000455	D002419	1
Q000456	D002417	2
Q000456	D002419	2
Q000456	D002418	1
Q000457	D002433	3
Q000457	D002435	1
Q000458	D002434	3
Q000458	D002433	2
Q000458	D002435	1
Q000459	D002433	2
Q000459	D002435	2
Q000459	D002434	1
Q000460	D002449	3
Q000460	D002451	1
Q000461	D002450	3
Q000461	D002449	2
Q000461	D002451	1
Q000462	D002449	2
Q000462	D002451	2
Q000462	D002450	1
Q000463	D002465	3
Q000463	D002467	1
Q000464	D002466	3
Q000464	D002465	2
Q000464	D002467	1
Q000465	D002465	2
Q000465	D002467	2
Q000465	D002466	1
Q000466	D002481	3
Q000466	D002483	1
Q000467	D002482	3
Q000467	D002481	2
Q000467	D002483	1
Q000468	D002481	2
Q000468	D002483	2
Q000468	D002482	1
Q000469	D002497	3
Q000469	D002499	1
Q000470	D002498	3
Q000470	D002497	2
Q000470	D002499	1
Q000471	D002497	2
Q000471	D002499	2
Q000471	D002498	1
Q000472	D002513	3
Q000472	D002515	1
Q000473	D002514	3
Q000473	D002513	2
Q000473	D002515	1
Q000474	D002513	2
Q000474	D002515	2
Q000474	D002514	1
Q000475	D002529	3
Q000475	D002531	1
Q000476	D002530	3
Q000476	D002529	2
Q000476	D002531	1
Q000477	D002529	2
Q000477	D002531	2
Q000477	D002530	1
Q000478	D002545	3
Q000478	D002547	1
Q000479	D002546	3
Q000479	D002545	2
Q000479	D002547	1
Q000480	D002545	2
Q000480	D002547	2
Q000480	D002546	1
Q000481	D002561	3
Q000481	D002563	1
Q000482	D002562	3
Q000482	D002561	2
Q000482	D002563	1
Q000483	D002561	2
Q000483	D002563	2
Q000483	D002562	1
Q000484	D002577	3
Q000484	D002579	1
Q000485	D002578	3
Q000485	D002577	2
Q000485	D002579	1
Q000486	D002577	2
Q000486	D002579	2
Q000486	D002578	1
Q000487	D002593	3
Q000487	D002595	1
Q000488	D002594	3
Q000488	D002593	2
Q000488	D002595	1
Q000489	D002593	2
Q000489	D002595	2
Q000489	D002594	1
Q000490	D002609	3
Q000490	D002611	1
Q000491	D002610	3
Q000491	D002609	2
Q000491	D002611	1
Q000492	D002609	2
Q000492	D002611	2
Q000492	D002610	1
Q000493	D002625	3
Q000493	D002627	1
Q000494	D002626	3
Q000494	D002625	2
Q000494	D002627	1
Q000495	D002625	2
Q000495	D002627	2
Q000495	D002626	1
Q000496	D002641	3
Q000496	D002643	1
Q000497	D002642	3
Q000497	D002641	2
Q000497	D002643	1
Q000498	D002641	2
Q000498	D002643	2
Q000498	D002642	1
Q000499	D002657	3
Q000499	D002659	1
Q000500	D002658	3
Q000500	D002657	2
Q000500	D002659	1
Q000501	D002657	2
Q000501	D002659	2
Q000501	D002658	1
Q000502	D002673	3
Q000502	D002675	1
Q000503	D002674	3
Q000503	D002673	2
Q000503	D002675	1
Q000504	D002673	2
Q000504	D002675	2
Q000504	D002674	1
Q000505	D002689	3
Q000505	D002691	1
Q000506	D002690	3
Q000506	D002689	2
Q000506	D002691	1
Q000507	D002689	2
Q000507	D002691	2
Q000507	D002690	1
Q000508	D002705	3
Q000508	D002707	1
Q000509	D002706	3
Q000509	D002705	2
Q000509	D002707	1
Q000510	D002705	2
Q000510	D002707	2
Q000510	D002706	1
Q000511	D002721	3
Q000511	D002723	1
Q000512	D002722	3
Q000512	D002721	2
Q000512	D002723	1
Q000513	D002721	2
Q000513	D002723	2
Q000513	D002722	1
Q000514	D002737	3
Q000514	D002739	1
Q000515	D002738	3
Q000515	D002737	2
Q000515	D002739	1
Q000516	D002737	2
Q000516	D002739	2
Q000516	D002738	1
Q000517	D002753	3
Q000517	D002755	1
Q000518	D002754	3
Q000518	D002753	2
Q000518	D002755	1
Q000519	D002753	2
Q000519	D002755	2
Q000519	D002754	1
Q000520	D002769	3
Q000520	D002771	1
Q000521	D002770	3
Q000521	D002769	2
Q000521	D002771	1
Q000522	D002769	2
Q000522	D002771	2
Q000522	D002770	1
Q000523	D002785	3
Q000523	D002787	1
Q000524	D002786	3
Q000524	D002785	2
Q000524	D002787	1
Q000525	D002785	2
Q000525	D002787	2
Q000525	D002786	1
Q000526	D002801	3
Q000526	D002803	1
Q000527	D002802	3
Q000527	D002801	2
Q000527	D002803	1
Q000528	D002801	2
Q000528	D002803	2
Q000528	D002802	1
Q000529	D002817	3
Q000529	D002819	1
Q000530	D002818	3
Q000530	D002817	2
Q000530	D002819	1
Q000531	D002817	2
Q000531	D002819	2
Q000531	D002818	1
Q000532	D002833	3
Q000532	D002835	1
Q000533	D002834	3
Q000533	D002833	2
Q000533	D002835	1
Q000534	D002833	2
Q000534	D002835	2
Q000534	D002834	1
Q000535	D002849	3
Q000535	D002851	1
Q000536	D002850	3
Q000536	D002849	2
Q000536	D002851	1
Q000537	D002849	2
Q000537	D002851	2
Q000537	D002850	1
Q000538	D002865	3
Q000538	D002867	1
Q000539	D002866	3
Q000539	D002865	2
Q000539	D002867	1
Q000540	D002865	2
Q000540	D002867	2
Q000540	D002866	1
Q000541	D002881	3
Q000541	D002883	1
Q000542	D002882	3
Q000542	D002881	2
Q000542	D002883	1
Q000543	D002881	2
Q000543	D002883	2
Q000543	D002882	1
Q000544	D002897	3
Q000544	D002899	1
Q000545	D002898	3
Q000545	D002897	2
Q000545	D002899	1
Q000546	D002897	2
Q000546	D002899	2
Q000546	D002898	1
Q000547	D002913	3
Q000547	D002915	1
Q000548	D002914	3
Q000548	D002913	2
Q000548	D002915	1
Q000549	D002913	2
Q000549	D002915	2
Q000549	D002914	1
Q000550	D002929	3
Q000550	D002931	1
Q000551	D002930	3
Q000551	D002929	2
Q000551	D002931	1
Q000552	D002929	2
Q000552	D002931	2
Q000552	D002930	1
Q000553	D002945	3
Q000553	D002947	1
Q000554	D002946	3
Q000554	D002945	2
Q000554	D002947	1
Q000555	D002945	2
Q000555	D002947	2
Q000555	D002946	1
Q000556	D002961	3
Q000556	D002963	1
Q000557	D002962	3
Q000557	D002961	2
Q000557	D002963	1
Q000558	D002961	2
Q000558	D002963	2
Q000558	D002962	1
Q000559	D002977	3
Q000559	D002979	1
Q000560	D002978	3
Q000560	D002977	2
Q000560	D002979	1
Q000561	D002977	2
Q000561	D002979	2
Q000561	D002978	1
Q000562	D002993	3
Q000562	D002995	1
Q000563	D002994	3
Q000563	D002993	2
Q000563	D002995	1
Q000564	D002993	2
Q000564	D002995	2
Q000564	D002994	1
Q000565	D003009	3
Q000565	D003011	1
Q000566	D003010	3
Q000566	D003009	2
Q000566	D003011	1
Q000567	D003009	2
Q000567	D003011	2
Q000567	D003010	1
Q000568	D003025	3
Q000568	D003027	1
Q000569	D003026	3
Q000569	D003025	2
Q000569	D003027	1
Q000570	D003025	2
Q000570	D003027	2
Q000570	D003026	1
Q000571	D003041	3
Q000571	D003043	1
Q000572	D003042	3
Q000572	D003041	2
Q000572	D003043	1
Q000573	D003041	2
Q000573	D003043	2
Q000573	D003042	1
Q000574	D003057	3
Q000574	D003059	1
Q000575	D003058	3
Q000575	D003057	2
Q000575	D003059	1
Q000576	D003057	2
Q000576	D003059	2
Q000576	D003058	1
Q000577	D003073	3
Q000577	D003075	1
Q000578	D003074	3
Q000578	D003073	2
Q000578	D003075	1
Q000579	D003073	2
Q000579	D003075	2
Q000579	D003074	1
Q000580	D003089	3
Q000580	D003091	1
Q000581	D003090	3
Q000581	D003089	2
Q000581	D003091	1
Q000582	D003089	2
Q000582	D003091	2
Q000582	D003090	1
Q000583	D003105	3
Q000583	D003107	1
Q000584	D003106	3
Q000584	D003105	2
Q000584	D003107	1
Q000585	D003105	2
Q000585	D003107	2
Q000585	D003106	1
Q000586	D003121	3
Q000586	D003123	1
Q000587	D003122	3
Q000587	D003121	2
Q000587	D003123	1
Q000588	D003121	2
Q000588	D003123	2
Q000588	D003122	1
Q000589	D003137	3
Q000589	D003139	1
Q000590	D003138	3
Q000590	D003137	2
Q000590	D003139	1
Q000591	D003137	2
Q000591	D003139	2
Q000591	D003138	1
Q000592	D003153	3
Q000592	D003155	1
Q000593	D003154	3
Q000593	D003153	2
Q000593	D003155	1
Q000594	D003153	2
Q000594	D003155	2
Q000594	D003154	1
Q000595	D003169	3
Q000595	D003171	1
Q000596	D003170	3
Q000596	D003169	2
Q000596	D003171	1
Q000597	D003169	2
Q000597	D003171	2
Q000597	D003170	1
Q000598	D003185	3
Q000598	D003187	1
Q000599	D003186	3
Q000599	D003185	2
Q000599	D003187	1
Q000600	D003185	2
Q000600	D003187	2
Q000600	D003186	1
Q000601	D003201	3
Q000601	D003203	1
Q000602	D003202	3
Q000602	D003201	2
Q000602	D003203	1
Q000603	D003201	2
Q000603	D003203	2
Q000603	D003202	1
Q000604	D003217	3
Q000604	D003219	1
Q000605	D003218	3
Q000605	D003217	2
Q000605	D003219	1
Q000606	D003217	2
Q000606	D003219	2
Q000606	D003218	1
Q000607	D003233	3
Q000607	D003235	1
Q000608	D003234	3
Q000608	D003233	2
Q000608	D003235	1
Q000609	D003233	2
Q000609	D003235	2
Q000609	D003234	1
Q000610	D003249	3
Q000610	D003251	1
Q000611	D003250	3
Q000611	D003249	2
Q000611	D003251	1
Q000612	D003249	2
Q000612	D003251	2
Q000612	D003250	1
Q000613	D003265	3
Q000613	D003267	1
Q000614	D003266	3
Q000614	D003265	2
Q000614	D003267	1
Q000615	D003265	2
Q000615	D003267	2
Q000615	D003266	1
Q000616	D003281	3
Q000616	D003283	1
Q000617	D003282	3
Q000617	D003281	2
Q000617	D003283	1
Q000618	D003281	2
Q000618	D003283	2
Q000618	D003282	1
Q000619	D003297	3
Q000619	D003299	1
Q000620	D003298	3
Q000620	D003297	2
Q000620	D003299	1
Q000621	D003297	2
Q000621	D003299	2
Q000621	D003298	1
Q000622	D003313	3
Q000622	D003315	1
Q000623	D003314	3
Q000623	D003313	2
Q000623	D003315	1
Q000624	D003313	2
Q000624	D003315	2
Q000624	D003314	1
Q000625	D003329	3
Q000625	D003331	1
Q000626	D003330	3
Q000626	D003329	2
Q000626	D003331	1
Q000627	D003329	2
Q000627	D003331	2
Q000627	D003330	1
Q000628	D003345	3
Q000628	D003347	1
Q000629	D003346	3
Q000629	D003345	2
Q000629	D003347	1
Q000630	D003345	2
Q000630	D003347	2
Q000630	D003346	1
Q000631	D003361	3
Q000631	D003363	1
Q000632	D003362	3
Q000632	D003361	2
Q000632	D003363	1
Q000633	D003361	2
Q000633	D003363	2
Q000633	D003362	1
Q000634	D003377	3
Q000634	D003379	1
Q000635	D003378	3
Q000635	D003377	2
Q000635	D003379	1
Q000636	D003377	2
Q000636	D003379	2
Q000636	D003378	1
Q000637	D003393	3
Q000637	D003395	1
Q000638	D003394	3
Q000638	D003393	2
Q000638	D003395	1
Q000639	D003393	2
Q000639	D003395	2
Q000639	D003394	1
Q000640	D003409	3
Q000640	D003411	1
Q000641	D003410	3
Q000641	D003409	2
Q000641	D003411	1
Q000642	D003409	2
Q000642	D003411	2
Q000642	D003410	1
Q000643	D003425	3
Q000643	D003427	1
Q000644	D003426	3
Q000644	D003425	2
Q000644	D003427	1
Q000645	D003425	2
Q000645	D003427	2
Q000645	D003426	1
Q000646	D003441	3
Q000646	D003443	1
Q000647	D003442	3
Q000647	D003441	2
Q000647	D003443	1
Q000648	D003441	2
Q000648	D003443	2
Q000648	D003442	1
Q000649	D003457	3
Q000649	D003459	1
Q000650	D003458	3
Q000650	D003457	2
Q000650	D003459	1
Q000651	D003457	2
Q000651	D003459	2
Q000651	D003458	1
Q000652	D003473	3
Q000652	D003475	1
Q000653	D003474	3
Q000653	D003473	2
Q000653	D003475	1
Q000654	D003473	2
Q000654	D003475	2
Q000654	D003474	1
Q000655	D003489	3
Q000655	D003491	1
Q000656	D003490	3
Q000656	D003489	2
Q000656	D003491	1
Q000657	D003489	2
Q000657	D003491	2
Q000657	D003490	1
Q000658	D003505	3
Q000658	D003507	1
Q000659	D003506	3
Q000659	D003505	2
Q000659	D003507	1
Q000660	D003505	2
Q000660	D003507	2
Q000660	D003506	1
Q000661	D003521	3
Q000661	D003523	1
Q000662	D003522	3
Q000662	D003521	2
Q000662	D003523	1
Q000663	D003521	2
Q000663	D003523	2
Q000663	D003522	1
Q000664	D003537	3
Q000664	D003539	1
Q000665	D003538	3
Q000665	D003537	2
Q000665	D003539	1
Q000666	D003537	2
Q000666	D003539	2
Q000666	D003538	1
Q000667	D003553	3
Q000667	D003555	1
Q000668	D003554	3
Q000668	D003553	2
Q000668	D003555	1
Q000669	D003553	2
Q000669	D003555	2
Q000669	D003554	1
Q000670	D003569	3
Q000670	D003571	1
Q000671	D003570	3
Q000671	D003569	2
Q000671	D003571	1
Q000672	D003569	2
Q000672	D003571	2
Q000672	D003570	1
Q000673	D003585	3
Q000673	D003587	1
Q000674	D003586	3
Q000674	D003585	2
Q000674	D003587	1
Q000675	D003585	2
Q000675	D003587	2
Q000675	D003586	1
Q000676	D003601	3
Q000676	D003603	1
Q000677	D003602	3
Q000677	D003601	2
Q000677	D003603	1
Q000678	D003601	2
Q000678	D003603	2
Q000678	D003602	1
Q000679	D003617	3
Q000679	D003619	1
Q000680	D003618	3
Q000680	D003617	2
Q000680	D003619	1
Q000681	D003617	2
Q000681	D003619	2
Q000681	D003618	1
Q000682	D003633	3
Q000682	D003635	1
Q000683	D003634	3
Q000683	D003633	2
Q000683	D003635	1
Q000684	D003633	2
Q000684	D003635	2
Q000684	D003634	1
Q000685	D003649	3
Q000685	D003651	1
Q000686	D003650	3
Q000686	D003649	2
Q000686	D003651	1
Q000687	D003649	2
Q000687	D003651	2
Q000687	D003650	1
Q000688	D003665	3
Q000688	D003667	1
Q000689	D003666	3
Q000689	D003665	2
Q000689	D003667	1
Q000690	D003665	2
Q000690	D003667	2
Q000690	D003666	1
Q000691	D003681	3
Q000691	D003683	1
Q000692	D003682	3
Q000692	D003681	2
Q000692	D003683	1
Q000693	D003681	2
Q000693	D003683	2
Q000693	D003682	1
Q000694	D003697	3
Q000694	D003699	1
Q000695	D003698	3
Q000695	D003697	2
Q000695	D003699	1
Q000696	D003697	2
Q000696	D003699	2
Q000696	D003698	1
Q000697	D003713	3
Q000697	D003715	1
Q000698	D003714	3
Q000698	D003713	2
Q000698	D003715	1
Q000699	D003713	2
Q000699	D003715	2
Q000699	D003714	1
Q000700	D003729	3
Q000700	D003731	1
Q000701	D003730	3
Q000701	D003729	2
Q000701	D003731	1
Q000702	D003729	2
Q000702	D003731	2
Q000702	D003730	1
Q000703	D003745	3
Q000703	D003747	1
Q000704	D003746	3
Q000704	D003745	2
Q000704	D003747	1
Q000705	D003745	2
Q000705	D003747	2
Q000705	D003746	1
Q000706	D003761	3
Q000706	D003763	1
Q000707	D003762	3
Q000707	D003761	2
Q000707	D003763	1
Q000708	D003761	2
Q000708	D003763	2
Q000708	D003762	1
Q000709	D003777	3
Q000709	D003779	1
Q000710	D003778	3
Q000710	D003777	2
Q000710	D003779	1
Q000711	D003777	2
Q000711	D003779	2
Q000711	D003778	1
Q000712	D003793	3
Q000712	D003795	1
Q000713	D003794	3
Q000713	D003793	2
Q000713	D003795	1
Q000714	D003793	2
Q000714	D003795	2
Q000714	D003794	1
Q000715	D003809	3
Q000715	D003811	1
Q000716	D003810	3
Q000716	D003809	2
Q000716	D003811	1
Q000717	D003809	2
Q000717	D003811	2
Q000717	D003810	1
Q000718	D003825	3
Q000718	D003827	1
Q000719	D003826	3
Q000719	D003825	2
Q000719	D003827	1
Q000720	D003825	2
Q000720	D003827	2
Q000720	D003826	1
Q000721	D003841	3
Q000721	D003843	1
Q000722	D003842	3
Q000722	D003841	2
Q000722	D003843	1
Q000723	D003841	2
Q000723	D003843	2
Q000723	D003842	1
Q000724	D003857	3
Q000724	D003859	1
Q000725	D003858	3
Q000725	D003857	2
Q000725	D003859	1
Q000726	D003857	2
Q000726	D003859	2
Q000726	D003858	1
Q000727	D003873	3
Q000727	D003875	1
Q000728	D003874	3
Q000728	D003873	2
Q000728	D003875	1
Q000729	D003873	2
Q000729	D003875	2
Q000729	D003874	1
Q000730	D003889	3
Q000730	D003891	1
Q000731	D003890	3
Q000731	D003889	2
Q000731	D003891	1
Q000732	D003889	2
Q000732	D003891	2
Q000732	D003890	1
Q000733	D003905	3
Q000733	D003907	1
Q000734	D003906	3
Q000734	D003905	2
Q000734	D003907	1
Q000735	D003905	2
Q000735	D003907	2
Q000735	D003906	1
Q000736	D003921	3
Q000736	D003923	1
Q000737	D003922	3
Q000737	D003921	2
Q000737	D003923	1
Q000738	D003921	2
Q000738	D003923	2
Q000738	D003922	1
Q000739	D003937	3
Q000739	D003939	1
Q000740	D003938	3
Q000740	D003937	2
Q000740	D003939	1
Q000741	D003937	2
Q000741	D003939	2
Q000741	D003938	1
Q000742	D003953	3
Q000742	D003955	1
Q000743	D003954	3
Q000743	D003953	2
Q000743	D003955	1
Q000744	D003953	2
Q000744	D003955	2
Q000744	D003954	1
Q000745	D003969	3
Q000745	D003971	1
Q000746	D003970	3
Q000746	D003969	2
Q000746	D003971	1
Q000747	D003969	2
Q000747	D003971	2
Q000747	D003970	1
Q000748	D003985	3
Q000748	D003987	1
Q000749	D003986	3
Q000749	D003985	2
Q000749	D003987	1
Q000750	D003985	2
Q000750	D003987	2
Q000750	D003986	1
